model	gen	abs_mean	abs95d	abs95u
BTER	1	0.0123316	0.0122851	0.0123781
BTER	2	0.0169117	0.0168658	0.0169576
BTER	3	0.0193325	0.0192649	0.0194002
BTER	4	0.0206695	0.0206077	0.0207313
BTER	5	0.0215769	0.0215291	0.0216248
BTER	6	0.0225307	0.0224744	0.0225870
BTER	7	0.0233838	0.0233272	0.0234404
BTER	8	0.0240340	0.0239810	0.0240870
BTER	9	0.0245026	0.0244498	0.0245554
BTER	10	0.0249677	0.0249169	0.0250184
BTER	11	0.0254399	0.0253926	0.0254871
BTER	12	0.0258318	0.0257965	0.0258671
BTER	13	0.0261274	0.0260945	0.0261603
BTER	14	0.0264178	0.0263855	0.0264500
BTER	15	0.0267513	0.0267162	0.0267863
BTER	16	0.0270310	0.0269977	0.0270643
BTER	17	0.0272585	0.0272254	0.0272916
BTER	18	0.0274560	0.0274220	0.0274901
BTER	19	0.0276742	0.0276382	0.0277102
BTER	20	0.0278781	0.0278441	0.0279121
