model	gen	abs_mean	abs95d	abs95u
Erdos-Renyi	0	0.0000000	nan	nan
Erdos-Renyi	1	0.0739024	0.0732857	0.0745191
Erdos-Renyi	2	0.0745592	0.0734931	0.0756254
Erdos-Renyi	3	0.0760988	0.0740192	0.0781785
Erdos-Renyi	4	0.0736366	0.0735380	0.0737352
Erdos-Renyi	5	0.0740652	0.0734376	0.0746927
Erdos-Renyi	6	0.0750113	0.0737854	0.0762371
Erdos-Renyi	7	0.0752968	0.0739709	0.0766227
Erdos-Renyi	8	0.0744320	0.0735364	0.0753275
Erdos-Renyi	9	0.0747025	0.0733247	0.0760803
Erdos-Renyi	10	0.0756334	0.0742083	0.0770586
Erdos-Renyi	11	0.0753064	0.0739578	0.0766551
Erdos-Renyi	12	0.0746622	0.0735892	0.0757353
Erdos-Renyi	13	0.0753904	0.0740248	0.0767560
Erdos-Renyi	14	0.0754120	0.0740854	0.0767386
Erdos-Renyi	15	0.0744619	0.0735846	0.0753391
Erdos-Renyi	16	0.0747733	0.0737316	0.0758149
Erdos-Renyi	17	0.0742376	0.0735531	0.0749222
Erdos-Renyi	18	0.0741798	0.0735179	0.0748417
Erdos-Renyi	19	0.0744979	0.0732583	0.0757376
Erdos-Renyi	20	0.0751083	0.0738834	0.0763332
