model	gen	abs_mean	abs95d	abs95u
Erdos-Renyi	1	0.0051250	0.0044425	0.0058074
Erdos-Renyi	2	0.0046611	0.0039187	0.0054035
Erdos-Renyi	3	0.0050797	0.0043180	0.0058414
Erdos-Renyi	4	0.0046477	0.0039193	0.0053761
Erdos-Renyi	5	0.0107742	0.0005731	0.0209753
Erdos-Renyi	6	0.0051217	0.0044125	0.0058308
Erdos-Renyi	7	0.0055263	0.0048360	0.0062167
Erdos-Renyi	8	0.0104524	0.0003215	0.0205833
Erdos-Renyi	9	0.0049061	0.0042348	0.0055773
Erdos-Renyi	10	0.0053352	0.0046279	0.0060426
Erdos-Renyi	11	0.0105680	0.0003282	0.0208078
Erdos-Renyi	12	0.0048342	0.0042071	0.0054613
Erdos-Renyi	13	0.0051136	0.0043889	0.0058383
Erdos-Renyi	14	0.0059320	0.0051589	0.0067052
Erdos-Renyi	15	0.0051132	0.0043721	0.0058542
Erdos-Renyi	16	0.0058462	0.0049232	0.0067691
Erdos-Renyi	17	0.0102738	0.0001620	0.0203856
Erdos-Renyi	18	0.0055244	0.0048403	0.0062086
Erdos-Renyi	19	0.0060896	0.0051973	0.0069818
Erdos-Renyi	20	0.0060620	0.0051684	0.0069555
