model	gen	abs_mean	abs95d	abs95u
SBM	1	0.0483905	0.0483008	0.0484801
SBM	2	0.0486157	0.0485435	0.0486878
SBM	3	0.0488241	0.0487360	0.0489122
SBM	4	0.0489589	0.0488389	0.0490789
SBM	5	0.0489562	0.0488347	0.0490777
SBM	6	0.0490626	0.0489714	0.0491538
SBM	7	0.0491540	0.0490203	0.0492877
SBM	8	0.0490848	0.0489783	0.0491914
SBM	9	0.0491473	0.0490283	0.0492662
SBM	10	0.0491685	0.0490065	0.0493305
SBM	11	0.0491985	0.0490561	0.0493409
SBM	12	0.0493324	0.0491954	0.0494693
SBM	13	0.0492596	0.0490912	0.0494280
SBM	14	0.0492181	0.0490991	0.0493372
SBM	15	0.0492850	0.0491577	0.0494123
SBM	16	0.0494032	0.0492528	0.0495536
SBM	17	0.0493469	0.0492215	0.0494723
SBM	18	0.0494303	0.0493105	0.0495500
SBM	19	0.0493953	0.0492702	0.0495203
SBM	20	0.0493781	0.0492438	0.0495125
