model	gen	abs_mean	abs95d	abs95u
Kronecker	1	0.0006057	0.0006005	0.0006110
Kronecker	2	0.0009271	0.0009208	0.0009334
Kronecker	3	0.0015261	0.0015132	0.0015390
Kronecker	4	0.0032924	0.0032505	0.0033343
Kronecker	5	0.0074182	0.0073276	0.0075088
Kronecker	6	0.0156647	0.0155084	0.0158210
Kronecker	7	0.0291371	0.0287833	0.0294909
Kronecker	8	0.0436425	0.0433777	0.0439073
Kronecker	9	0.0359363	0.0351239	0.0367487
Kronecker	10	0.0243020	0.0241768	0.0244272
Kronecker	11	0.0231671	0.0231241	0.0232101
Kronecker	12	0.0229050	0.0228757	0.0229343
Kronecker	13	0.0230739	0.0229900	0.0231578
Kronecker	14	0.0231316	0.0230915	0.0231717
Kronecker	15	0.0228839	0.0228528	0.0229150
Kronecker	16	0.0230586	0.0229775	0.0231398
Kronecker	17	0.0231156	0.0230669	0.0231643
Kronecker	18	0.0228931	0.0228529	0.0229332
Kronecker	19	0.0229879	0.0228875	0.0230882
Kronecker	20	0.0231058	0.0230319	0.0231796
