model	gen	abs_mean	abs95d	abs95u
Erdos-Renyi	1	0.0730328	0.0730078	0.0730579
Erdos-Renyi	2	0.0730429	0.0730088	0.0730770
Erdos-Renyi	3	0.0730392	0.0730005	0.0730778
Erdos-Renyi	4	0.0730412	0.0729919	0.0730905
Erdos-Renyi	5	0.0730633	0.0730057	0.0731209
Erdos-Renyi	6	0.0730522	0.0729901	0.0731143
Erdos-Renyi	7	0.0730682	0.0729962	0.0731402
Erdos-Renyi	8	0.0730654	0.0729852	0.0731457
Erdos-Renyi	9	0.0730715	0.0729889	0.0731542
Erdos-Renyi	10	0.0730701	0.0729868	0.0731534
Erdos-Renyi	11	0.0730750	0.0729894	0.0731606
Erdos-Renyi	12	0.0730612	0.0729758	0.0731466
Erdos-Renyi	13	0.0730826	0.0729960	0.0731693
Erdos-Renyi	14	0.0730781	0.0729875	0.0731686
Erdos-Renyi	15	0.0730743	0.0729830	0.0731657
Erdos-Renyi	16	0.0730642	0.0729728	0.0731555
Erdos-Renyi	17	0.0730433	0.0729467	0.0731400
Erdos-Renyi	18	0.0730264	0.0729231	0.0731298
Erdos-Renyi	19	0.0730048	0.0728980	0.0731117
Erdos-Renyi	20	0.0730070	0.0729050	0.0731090
