model	gen	abs_mean	abs95d	abs95u
Erdos-Renyi	1	0.1086727	0.1086645	0.1086809
Erdos-Renyi	2	0.1086776	0.1086675	0.1086877
Erdos-Renyi	3	0.1086855	0.1086731	0.1086979
Erdos-Renyi	4	0.1086933	0.1086782	0.1087084
Erdos-Renyi	5	0.1086845	0.1086696	0.1086994
Erdos-Renyi	6	0.1086836	0.1086682	0.1086990
Erdos-Renyi	7	0.1086850	0.1086673	0.1087027
Erdos-Renyi	8	0.1086817	0.1086622	0.1087011
Erdos-Renyi	9	0.1086839	0.1086632	0.1087046
Erdos-Renyi	10	0.1086832	0.1086611	0.1087052
Erdos-Renyi	11	0.1086781	0.1086557	0.1087006
Erdos-Renyi	12	0.1086862	0.1086619	0.1087106
Erdos-Renyi	13	0.1086816	0.1086586	0.1087046
Erdos-Renyi	14	0.1086869	0.1086622	0.1087116
Erdos-Renyi	15	0.1086926	0.1086644	0.1087208
Erdos-Renyi	16	0.1086860	0.1086584	0.1087135
Erdos-Renyi	17	0.1086918	0.1086638	0.1087199
Erdos-Renyi	18	0.1086870	0.1086586	0.1087153
Erdos-Renyi	19	0.1086925	0.1086620	0.1087230
Erdos-Renyi	20	0.1086870	0.1086572	0.1087167
