model	gen	abs_mean	abs95d	abs95u
Kronecker	1	0.0395914	0.0391023	0.0400806
Kronecker	2	0.0358345	0.0354068	0.0362623
Kronecker	3	0.0351951	0.0350369	0.0353533
Kronecker	4	0.0378103	0.0372145	0.0384061
Kronecker	5	0.0444136	0.0430053	0.0458219
Kronecker	6	0.0583323	0.0555687	0.0610958
Kronecker	7	0.0845935	0.0783444	0.0908425
Kronecker	8	0.1347626	0.1230254	0.1464997
Kronecker	9	0.2128557	0.1978718	0.2278396
Kronecker	10	0.2628824	0.2577420	0.2680228
Kronecker	11	0.2285380	0.2259660	0.2311100
Kronecker	12	0.2226046	0.2221892	0.2230200
Kronecker	13	0.2221639	0.2215949	0.2227328
