model	gen	abs_mean	abs95d	abs95u
GraphRNN	0	0.0000000	nan	nan
GraphRNN	1	0.0170610	0.0159040	0.0182180
GraphRNN	2	0.1290035	0.1285218	0.1294851
GraphRNN	3	0.1299588	0.1293911	0.1305265
GraphRNN	4	0.1289921	0.1285171	0.1294671
GraphRNN	5	0.1309977	0.1304739	0.1315214
GraphRNN	6	0.1296906	0.1291392	0.1302421
GraphRNN	7	0.1309644	0.1305186	0.1314102
GraphRNN	8	0.1292100	0.1287342	0.1296859
GraphRNN	9	0.1311692	0.1307277	0.1316106
GraphRNN	10	0.1291856	0.1287160	0.1296552
GraphRNN	11	0.1312877	0.1306201	0.1319553
GraphRNN	12	0.1291078	0.1286211	0.1295946
