model	gen	abs_mean	abs95d	abs95u
SBM	1	0.0416288	0.0415306	0.0417270
SBM	2	0.0421424	0.0420316	0.0422531
SBM	3	0.0425512	0.0424358	0.0426666
SBM	4	0.0428949	0.0427700	0.0430198
SBM	5	0.0431729	0.0430331	0.0433127
SBM	6	0.0434211	0.0432700	0.0435722
SBM	7	0.0436741	0.0435226	0.0438255
SBM	8	0.0438999	0.0437380	0.0440618
SBM	9	0.0440830	0.0439314	0.0442347
SBM	10	0.0442605	0.0440918	0.0444292
SBM	11	0.0444194	0.0442573	0.0445815
SBM	12	0.0445731	0.0444129	0.0447332
SBM	13	0.0447257	0.0445719	0.0448796
SBM	14	0.0448601	0.0446976	0.0450225
SBM	15	0.0450134	0.0448574	0.0451694
SBM	16	0.0451535	0.0449971	0.0453099
SBM	17	0.0452410	0.0450943	0.0453877
SBM	18	0.0453209	0.0451742	0.0454677
SBM	19	0.0454144	0.0452616	0.0455673
SBM	20	0.0455152	0.0453634	0.0456670
