rule_id, collapses, edges_approx, total_cost, rule_details
3, 527, 0, 22043, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  856)  ('type_1'  'type_1')  ('type_1'  1039)  (2357  856)  (1039  2745)  (2745  2637)  (2637  2357)]
151, 122, 0, 15281, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2255)  ('type_1'  'type_1')  ('type_1'  1520)  (156  384)  (384  2124)  (2124  156)  (1520  2255)  (2255  2124)]
184, 26, 0, 13895, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  477)  ('type_1'  'type_1')  ('type_1'  477)  (27  187)  (187  296)  (477  27)  (685  27)  (296  685)]
3, 9, 0, 13520, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  856)  ('type_1'  'type_1')  ('type_1'  1039)  (2357  856)  (1039  2745)  (2745  2637)  (2637  2357)]
184, 2, 0, 13420, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  477)  ('type_1'  'type_1')  ('type_1'  477)  (27  187)  (187  296)  (477  27)  (685  27)  (296  685)]
151, 13, 0, 12704, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2255)  ('type_1'  'type_1')  ('type_1'  1520)  (156  384)  (384  2124)  (2124  156)  (1520  2255)  (2255  2124)]
184, 14, 0, 11932, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  477)  ('type_1'  'type_1')  ('type_1'  477)  (27  187)  (187  296)  (477  27)  (685  27)  (296  685)]
3, 9, 0, 11557, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  856)  ('type_1'  'type_1')  ('type_1'  1039)  (2357  856)  (1039  2745)  (2745  2637)  (2637  2357)]
151, 9, 0, 11065, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2255)  ('type_1'  'type_1')  ('type_1'  1520)  (156  384)  (384  2124)  (2124  156)  (1520  2255)  (2255  2124)]
184, 3, 0, 10909, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  477)  ('type_1'  'type_1')  ('type_1'  477)  (27  187)  (187  296)  (477  27)  (685  27)  (296  685)]
3, 3, 0, 10792, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  856)  ('type_1'  'type_1')  ('type_1'  1039)  (2357  856)  (1039  2745)  (2745  2637)  (2637  2357)]
151, 2, 0, 10692, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2255)  ('type_1'  'type_1')  ('type_1'  1520)  (156  384)  (384  2124)  (2124  156)  (1520  2255)  (2255  2124)]
184, 2, 0, 10592, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  477)  ('type_1'  'type_1')  ('type_1'  477)  (27  187)  (187  296)  (477  27)  (685  27)  (296  685)]
3, 1, 0, 10561, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  856)  ('type_1'  'type_1')  ('type_1'  1039)  (2357  856)  (1039  2745)  (2745  2637)  (2637  2357)]
151, 1, 0, 10517, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2255)  ('type_1'  'type_1')  ('type_1'  1520)  (156  384)  (384  2124)  (2124  156)  (1520  2255)  (2255  2124)]
184, 1, 0, 10473, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  477)  ('type_1'  'type_1')  ('type_1'  477)  (27  187)  (187  296)  (477  27)  (685  27)  (296  685)]
1, 5, 0, 10441, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2856)  ('type_1'  'type_1')  ('type_1'  1832)  (1832  2274)  (2274  2856)]
143, 4, 0, 10372, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  156)  ('type_1'  'type_1')  ('type_1'  2124)  (156  384)  (384  2124)  (2124  156)]
1, 1, 0, 10369, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2856)  ('type_1'  'type_1')  ('type_1'  1832)  (1832  2274)  (2274  2856)]
520, 1, 0, 10380, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  48)  ('type_0'  1)  ('type_0'  2)  ('type_0'  117)  ('type_1'  'type_1')  ('type_1'  48)  ('type_1'  2)  (1  2)  (2  117)  (117  48)  (48  117)]
Basic edge list: 44610 bits
Final compression: 10380 bits (23.268325487558844 percent)
Best compression: 10369 bits (23.24366733916162 percent) occurred with 2996 of 3000 nodes compressed (99.86666666666666 percent)

real	3m59.533s
user	3m57.243s
sys	0m1.826s
