rule_id, collapses, edges_approx, total_cost, rule_details
9, 396, 9, 16656, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1736)  ('type_1'  'type_1')  ('type_1'  2179)  (481  2805)  (2805  574)  (2928  481)  (574  1495)  (1495  1736)  (2179  2928)]
673, 23, 0, 14527, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2960)  ('type_1'  'type_1')  ('type_1'  2960)  (15  1395)  (248  15)  (1395  248)  (2960  15)  (2960  2517)  (186  1909)  (1909  2517)  (2517  186)]
659, 33, 0, 11873, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  182)  ('type_1'  'type_1')  ('type_1'  1808)  (182  412)  (182  572)  (412  1808)  (572  2799)  (1808  182)  (234  572)  (2799  234)]
673, 5, 0, 11400, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2960)  ('type_1'  'type_1')  ('type_1'  2960)  (15  1395)  (248  15)  (1395  248)  (2960  15)  (2960  2517)  (186  1909)  (1909  2517)  (2517  186)]
659, 10, 0, 10582, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  182)  ('type_1'  'type_1')  ('type_1'  1808)  (182  412)  (182  572)  (412  1808)  (572  2799)  (1808  182)  (234  572)  (2799  234)]
9, 2, 0, 10452, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1736)  ('type_1'  'type_1')  ('type_1'  2179)  (481  2805)  (2805  574)  (2928  481)  (574  1495)  (1495  1736)  (2179  2928)]
659, 2, 0, 10298, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  182)  ('type_1'  'type_1')  ('type_1'  1808)  (182  412)  (182  572)  (412  1808)  (572  2799)  (1808  182)  (234  572)  (2799  234)]
5043, 9, 0, 9753, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  270)  ('type_1'  'type_1')  ('type_1'  668)  (2225  5)  (2225  270)  (2225  398)  (2225  2101)  (398  668)  (668  2225)]
673, 2, 0, 9571, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2960)  ('type_1'  'type_1')  ('type_1'  2960)  (15  1395)  (248  15)  (1395  248)  (2960  15)  (2960  2517)  (186  1909)  (1909  2517)  (2517  186)]
540, 9, 0, 9246, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1787)  ('type_1'  'type_1')  ('type_1'  1787)  (445  2666)  (550  445)  (2666  550)  (1787  550)]
5043, 2, 0, 9118, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  270)  ('type_1'  'type_1')  ('type_1'  668)  (2225  5)  (2225  270)  (2225  398)  (2225  2101)  (398  668)  (668  2225)]
540, 6, 0, 8878, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1787)  ('type_1'  'type_1')  ('type_1'  1787)  (445  2666)  (550  445)  (2666  550)  (1787  550)]
5043, 3, 0, 8680, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  270)  ('type_1'  'type_1')  ('type_1'  668)  (2225  5)  (2225  270)  (2225  398)  (2225  2101)  (398  668)  (668  2225)]
540, 6, 0, 8440, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1787)  ('type_1'  'type_1')  ('type_1'  1787)  (445  2666)  (550  445)  (2666  550)  (1787  550)]
5043, 3, 1, 8246, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  270)  ('type_1'  'type_1')  ('type_1'  668)  (2225  5)  (2225  270)  (2225  398)  (2225  2101)  (398  668)  (668  2225)]
833, 9, 0, 8037, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  71)  ('type_1'  'type_1')  ('type_1'  2819)  ('type_1'  71)  (2  2819)  (71  2)  (2819  71)]
7, 2, 0, 8008, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1495)  ('type_1'  'type_1')  ('type_1'  2179)  (481  2805)  (2805  574)  (2928  481)  (574  1495)  (2179  2928)]
211, 4, 0, 7991, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  600)  ('type_1'  'type_1')  ('type_1'  600)  (600  1399)  (600  1880)]
7159, 2, 0, 7936, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2032)  ('type_1'  'type_1')  (2032  48)  (2032  660)  (162  546)  (546  2032)  (201  546)  (660  201)]
0, 3, 0, 7966, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  434)  ('type_1'  'type_1')  ('type_1'  1625)  (1625  434)]
Basic edge list: 44610 bits
Final compression: 7966 bits (17.85698273929612 percent)
Best compression: 7936 bits (17.78973324366734 percent) occurred with 2987 of 3000 nodes compressed (99.56666666666666 percent)

real	39m46.096s
user	39m40.026s
sys	0m4.316s
