model	gen	abs_mean	abs-95%	abs+95%	seq_mean	seq-95%	seq+95%
GraphRNN	1	0.9600000	0.9037436	1.0162564	0.9600000	0.9037436	1.0162564
GraphRNN	2	-1987.2200000	-1990.1825378	-1984.2574622	-1988.1800000	-1991.1422040	-1985.2177960
GraphRNN	3	-1974.9600000	-1979.3073608	-1970.6126392	12.2600000	6.7325505	17.7874495
GraphRNN	4	-1992.2800000	-1993.8174745	-1990.7425255	-17.3200000	-22.0047871	-12.6352129
GraphRNN	5	-1971.9400000	-1972.2406012	-1971.6393988	20.3400000	18.8442936	21.8357064
GraphRNN	6	-1989.9600000	-1991.5365595	-1988.3834405	-18.0200000	-19.6515666	-16.3884334
GraphRNN	7	-1970.1200000	-1970.4325902	-1969.8074098	19.8400000	18.2422542	21.4377458
GraphRNN	8	-1990.9600000	-1992.6505801	-1989.2694199	-20.8400000	-22.5790262	-19.1009738
GraphRNN	9	-1968.7000000	-1969.0051725	-1968.3948275	22.2600000	20.4979514	24.0220486
GraphRNN	10	-1991.3200000	-1993.1351586	-1989.5048414	-22.6200000	-24.5189916	-20.7210084
GraphRNN	11	-1973.5600000	-1973.9940926	-1973.1259074	17.7600000	15.8998847	19.6201153
GraphRNN	12	-1992.9600000	-1994.4417001	-1991.4782999	-19.4000000	-20.9724138	-17.8275862
