model	gen	abs_mean	abs-95%	abs+95%	seq_mean	seq-95%	seq+95%
GraphRNN	1	0.3008200	0.2934863	0.3081537	0.3008200	0.2934863	0.3081537
GraphRNN	2	0.4391000	0.4350399	0.4431601	0.3338600	0.3246764	0.3430436
