model	gen	abs_mean	abs-95%	abs+95%	seq_mean	seq-95%	seq+95%
Linear_AE	1	0.9834000	0.9777704	0.9890296	0.9820800	0.9759448	0.9882152
Linear_AE	2	0.9727200	0.9589859	0.9864541	0.4490800	0.3231766	0.5749834
Linear_AE	3	0.8763200	0.8082503	0.9443897	0.5649600	0.4137213	0.7161987
Linear_AE	4	0.7886800	0.6939758	0.8833842	0.4042800	0.2593828	0.5491772
Linear_AE	5	0.7717600	0.6757328	0.8677872	0.1924000	0.0954078	0.2893922
Linear_AE	6	0.7720400	0.6759717	0.8681083	0.0722400	0.0397282	0.1047518
Linear_AE	7	0.7720400	0.6762205	0.8678595	0.0807200	0.0452038	0.1162362
Linear_AE	8	0.7721600	0.6762930	0.8680270	0.0790000	0.0401647	0.1178353
Linear_AE	9	0.7504800	0.6487906	0.8521694	0.1401200	0.0608625	0.2193775
Linear_AE	10	0.7502000	0.6486275	0.8517725	0.1218000	0.0533393	0.1902607
Linear_AE	11	0.7488800	0.6478345	0.8499255	0.1690400	0.0861028	0.2519772
Linear_AE	12	0.7434800	0.6444967	0.8424633	0.2349200	0.1214339	0.3484061
Linear_AE	13	0.7326400	0.6378277	0.8274523	0.2756400	0.1435212	0.4077588
Linear_AE	14	0.7274400	0.6336269	0.8212531	0.2911200	0.1563545	0.4258855
Linear_AE	15	0.7279600	0.6340551	0.8218649	0.3043600	0.1623940	0.4463260
Linear_AE	16	0.7240000	0.6322581	0.8157419	0.3146400	0.1706136	0.4586664
Linear_AE	17	0.7180800	0.6273520	0.8088080	0.2840800	0.1463637	0.4217963
Linear_AE	18	0.7152800	0.6248500	0.8057100	0.2635600	0.1254946	0.4016254
Linear_AE	19	0.7160000	0.6251227	0.8068773	0.2353200	0.1023818	0.3682582
Linear_AE	20	0.7131200	0.6228380	0.8034020	0.2249200	0.0972347	0.3526053
