model	gen	abs_mean	abs-95%	abs+95%	seq_mean	seq-95%	seq+95%
Linear_AE	1	0.7789000	0.7756677	0.7821323	0.7786600	0.7754418	0.7818782
Linear_AE	2	0.6682400	0.6603145	0.6761655	0.4557400	0.4479967	0.4634833
Linear_AE	3	0.6445200	0.6393216	0.6497184	0.4678000	0.4533487	0.4822513
Linear_AE	4	0.6498200	0.6448770	0.6547630	0.4574600	0.4450218	0.4698982
Linear_AE	5	0.6583800	0.6513078	0.6654522	0.5670800	0.5499035	0.5842565
Linear_AE	6	0.6731200	0.6646005	0.6816395	0.7027600	0.6824922	0.7230278
Linear_AE	7	0.7117000	0.6962426	0.7271574	0.8234400	0.8009914	0.8458886
Linear_AE	8	0.7385400	0.7236429	0.7534371	0.8464400	0.8179617	0.8749183
Linear_AE	9	0.7458400	0.7337794	0.7579006	0.5943400	0.4923729	0.6963071
Linear_AE	10	0.7461200	0.7366648	0.7555752	0.3464000	0.2392427	0.4535573
Linear_AE	11	0.7529200	0.7449926	0.7608474	0.1628800	0.0729308	0.2528292
Linear_AE	12	0.7519600	0.7442442	0.7596758	0.0969000	0.0254627	0.1683373
Linear_AE	13	0.7522200	0.7444583	0.7599817	0.0531600	-0.0010923	0.1074123
Linear_AE	14	0.7525000	0.7447095	0.7602905	0.0608400	0.0069164	0.1147636
Linear_AE	15	0.7526800	0.7450457	0.7603143	0.0548800	0.0044947	0.1052653
Linear_AE	16	0.7535400	0.7466586	0.7604214	0.0895000	0.0238173	0.1551827
Linear_AE	17	0.7532000	0.7459077	0.7604923	0.0760200	0.0148586	0.1371814
Linear_AE	18	0.7560600	0.7482597	0.7638603	0.0628800	0.0079005	0.1178595
Linear_AE	19	0.7559600	0.7481880	0.7637320	0.0548000	0.0054845	0.1041155
Linear_AE	20	0.7559800	0.7482581	0.7637019	0.0526800	0.0059117	0.0994483
