abs_mean	abs95d	abs95u	seq_mean	seq95d	seq95u
0.7930129528289096	0.7874155479295184	0.7986103577283008	0.7930129528289096	0.7874155479295184	0.7986103577283008
0.796685037770055	0.7907440323234508	0.8026260432166591	0.7877933290786228	0.7843118578279357	0.7912748003293099
0.8013190886217894	0.7950485886920917	0.807589588551487	0.7925268913708242	0.7874523470405259	0.7976014357011225
0.7990524996906201	0.7931136908700066	0.8049913085112336	0.7929555674864043	0.7875266850582883	0.7983844499145203
0.7942749496540741	0.7879935436548988	0.8005563556532493	0.7882955335493913	0.7830455750965892	0.7935454920021934
0.8002686614417035	0.7939220427687106	0.8066152801146964	0.7934613104892363	0.7880683164112947	0.7988543045671779
0.7950522994600168	0.789030526921439	0.8010740719985945	0.7945716465084924	0.7885633576126837	0.8005799354043012
0.7954727618196196	0.790223890241056	0.8007216333981831	0.7858917277430313	0.7822484988207077	0.7895349566653549
0.7972400622756198	0.7910290140768136	0.8034511104744261	0.7926999566902323	0.787736746237183	0.7976631671432816
0.796799515792165	0.7906627755535754	0.8029362560307546	0.7900020554636525	0.7847863970809088	0.7952177138463963
0.7928655827790356	0.7870266240316076	0.7987045415264636	0.7878435744186344	0.7831971110800569	0.7924900377572119
0.7979016108711519	0.7920751085312894	0.8037281132110143	0.7930654651618353	0.7882328755144699	0.7978980548092007
0.7945459644991498	0.7886459630932315	0.8004459659050681	0.7877711882396626	0.7826100891917961	0.7929322872875292
0.7992352211773531	0.7932300960291816	0.8052403463255247	0.79190566835267	0.786298480864438	0.7975128558409019
0.7899173758392188	0.7841214418419745	0.7957133098364632	0.7863317799538213	0.781218948638931	0.7914446112687116
0.7985167031782421	0.7917047826322939	0.8053286237241902	0.78781053071136	0.7828459662417823	0.7927750951809377
0.7868248527798921	0.7809606979743359	0.7926890075854484	0.7824841439190436	0.7777536458303743	0.787214642007713
0.7897594687564222	0.7841606187375357	0.7953583187753087	0.783273996306367	0.7784402698898811	0.7881077227228528
0.79322435228266	0.7865056609947324	0.7999430435705875	0.78601008853025	0.7812839724316932	0.7907362046288068
0.7916757556846542	0.7851377401130263	0.7982137712562821	0.7881446575994899	0.7829097443238202	0.7933795708751596
