abs_mean	abs95d	abs95u	seq_mean	seq95d	seq95u
0.3135783824777682	0.3018762243439365	0.3252805406115999	0.3135783824777682	0.3018762243439365	0.3252805406115999
0.33615992362222014	0.32087536385938625	0.351444483385054	0.33841589324298105	0.32486192101406375	0.35196986547189835
0.37071578358110624	0.3508056492062163	0.39062591795599616	0.36937691345041923	0.3491774197777688	0.3895764071230697
0.39577177869865227	0.3720474278202553	0.41949612957704924	0.4035788643303334	0.37353963822822656	0.43361809043244026
0.39603028242158933	0.36982393151292103	0.4222366333302576	0.41059037077595856	0.37676794455672413	0.444412796995193
0.40011128485162195	0.37218234159341057	0.42804022810983333	0.416039132361915	0.3800936280292773	0.45198463669455263
0.4176332147682844	0.3863360078808843	0.44893042165568453	0.43835442921594214	0.3960913285394335	0.48061752989245077
0.4403987611277847	0.4072242690055464	0.473573253250023	0.46593151258569876	0.420885680202772	0.5109773449686255
0.4605564685992069	0.42468406800368697	0.49642886919472684	0.48522448040124355	0.44066237756552123	0.5297865832369659
0.45628172331304223	0.4184608288062123	0.49410261781987214	0.4878037029497115	0.44009101018564933	0.5355163957137736
0.467143594576263	0.4283557589172119	0.5059314302353141	0.5044264966392867	0.45245482526132846	0.556398168017245
0.47096526332617356	0.42810345690103485	0.5138270697513122	0.5027760032493673	0.44815974900105293	0.5573922574976817
0.48242044264866374	0.43627455117708935	0.5285663341202381	0.5151063075482467	0.45905278826449647	0.571159826831997
0.4781518181065532	0.4316144253397678	0.5246892108733386	0.5092646661956316	0.4535551224612122	0.564974209930051
0.47136514271054686	0.42494717246621533	0.5177831129548784	0.49992518725659735	0.44400587701737176	0.555844497495823
0.4803884426019162	0.43306924971116667	0.5277076354926657	0.5086177831547698	0.45080919242906436	0.5664263738804752
0.4909584033368024	0.4424611741190033	0.5394556325546015	0.5174697085107908	0.4590706767605968	0.5758687402609847
0.5018332594023166	0.4522647911589815	0.5514017276456518	0.5347246537358811	0.4749442632852093	0.5945050441865528
0.509824161541375	0.460160129371819	0.5594881937109311	0.5396359360144822	0.47979158863637067	0.5994802833925938
0.5132120395908228	0.461873294076814	0.5645507851048317	0.543144507173399	0.4841155791209515	0.6021734352258465
