model	gen	abs_mean	abs95d	abs95u	seq_mean	seq95d	seq95u
GraphRNN	1	0.7644368960772795	0.761293220393984	0.767580571760575	0.7644368960772795	0.761293220393984	0.767580571760575
GraphRNN	2	0.7084988638135059	0.7047503721933973	0.7122473554336145	0.6909948688281354	0.6870225533020774	0.6949671843541935
GraphRNN	3	0.710414571834516	0.7061336962063774	0.7146954474626545	0.6954366824687882	0.6907188829610853	0.7001544819764911
GraphRNN	4	0.732829417128245	0.7316163092604698	0.7340425249960202	0.7244440487320895	0.7233591290725206	0.7255289683916583
GraphRNN	5	0.7274309407694075	0.7263065775898855	0.7285553039489295	0.7183221175774287	0.7171457634595346	0.7194984716953228
GraphRNN	6	0.7186144965624243	0.7177005029402111	0.7195284901846374	0.7090438957171851	0.7079600677654718	0.7101277236688983
GraphRNN	7	0.7106535380174543	0.7096803454865016	0.7116267305484071	0.7014356177237149	0.7003485090170839	0.7025227264303459
GraphRNN	8	0.7086787465109144	0.7076931693365706	0.7096643236852583	0.6997059222778164	0.6982626977735796	0.7011491467820531
GraphRNN	9	0.7051984606881622	0.7042955420300405	0.7061013793462838	0.7004752974217239	0.6991713333178875	0.7017792615255602
GraphRNN	10	0.6921061403459088	0.6911228177494548	0.6930894629423627	0.6848734015904814	0.6834635030829503	0.6862833000980124
GraphRNN	11	0.6845673158315995	0.6836770728069581	0.6854575588562408	0.6785290314029078	0.6774507100788616	0.6796073527269539
GraphRNN	12	0.6802998258300254	0.6793650900616999	0.6812345615983508	0.6786397323610468	0.6775062706831326	0.679773194038961
GraphRNN	13	0.6944123218117567	0.6933803490343999	0.6954442945891135	0.692988433401754	0.6915946467522204	0.6943822200512876
GraphRNN	14	0.6805862675937145	0.6794172471623838	0.6817552880250453	0.6868714021372521	0.6854562236538965	0.6882865806206077
GraphRNN	15	0.6691250700169014	0.6682237548418332	0.6700263851919696	0.6687489244067766	0.667597958705097	0.6698998901084562
GraphRNN	16	0.6652274129424494	0.6641789889832835	0.6662758369016152	0.6668824556370605	0.6656538655357763	0.6681110457383447
