abs_mean	abs95d	abs95u	seq_mean	seq95d	seq95u
0.37636216590741206	0.37299197327578626	0.37973235853903786	0.37636216590741206	0.37299197327578626	0.37973235853903786
0.3768792180794613	0.3716302709189578	0.3821281652399648	0.3870983423084456	0.3816890435208257	0.39250764109606545
0.384022657298384	0.3774566000117485	0.3905887145850194	0.40610413183388133	0.39939524202206794	0.4128130216456947
0.39318118162678417	0.38623278875700345	0.4001295744965649	0.41577928915180895	0.4084521557677609	0.423106422535857
0.398219278550945	0.3905389137938037	0.40589964330808637	0.422007905995865	0.4140464063027001	0.4299694056890299
0.39905268234080354	0.3901981113030213	0.4079072533785858	0.4224627633482051	0.4136809097169031	0.4312446169795071
0.40357648380814765	0.39533952186619564	0.41181344575009965	0.42670337163267025	0.4179482789953567	0.4354584642699838
0.406012385625169	0.3972938872317021	0.4147308840186359	0.4300642157358678	0.420238756962452	0.43988967450928357
0.41328256425082915	0.4040098706113197	0.4225552578903386	0.43294511783657746	0.4234354221059911	0.4424548135671638
0.41571519770103915	0.406573287502276	0.4248571078998023	0.43887215183928174	0.429557235742416	0.4481870679361475
0.41741343410074927	0.4086107469215763	0.42621612127992226	0.44217965625087846	0.4327567516814738	0.4516025608202831
0.42148796910099945	0.41247318032729346	0.43050275787470543	0.44506679406059535	0.43509262613847643	0.45504096198271426
0.428204266657042	0.41924110966763806	0.4371674236464459	0.45119489991079387	0.4405095943221049	0.46188020549948283
0.43061488838032314	0.4212218639838467	0.44000791277679957	0.4603461714030264	0.4500503483038661	0.47064199450218674
0.4304501399283601	0.4204602824952817	0.4404399973614385	0.46395393229399845	0.45293413454770104	0.47497373004029586
0.4376417402718435	0.4276284475580805	0.4476550329856065	0.4715174786182563	0.4603184591374495	0.48271649809906314
0.44224053737199176	0.4328500811295944	0.45163099361438913	0.47707541620868366	0.46473333851394827	0.48941749390341904
0.44748371580495244	0.43758755384840514	0.45737987776149974	0.4756901591126753	0.4650251765126127	0.4863551417127379
0.4473465057159302	0.43789908586383336	0.45679392556802706	0.4712375650694929	0.46013227305969806	0.4823428570792877
0.4542204316448605	0.44537680399299706	0.4630640592967239	0.4776449798627338	0.46492964511755697	0.49036031460791063
